Nasdaq Traded|Symbol|Security Name|Listing Exchange|Market Category|ETF|Round Lot Size|Test Issue|Financial Status|CQS Symbol|NASDAQ Symbol|NextShares
Y|HCCI|Heritage-Crystal Clean, Inc. - Common Stock|Q|Q|N|100|N|N||HCCI|N
Y|HCHC|HC2 Holdings, Inc. Common Stock|N| |N|100|N||HCHC|HCHC|N
Y|HCI|HCI Group, Inc. Common Stock|N| |N|100|N||HCI|HCI|N
Y|HCKT|The Hackett Group, Inc. - Common Stock|Q|Q|N|100|N|N||HCKT|N
Y|HCLP|Hi-Crush Partners LP Common Units representing limited partner interests|N| |N|100|N||HCLP|HCLP|N
Y|HCM|Hutchison China MediTech Limited - American Depositary Shares|Q|Q|N|100|N|N||HCM|N
Y|HCN|Welltower Inc. Common Stock|N| |N|100|N||HCN|HCN|N
Y|HCN$I|Welltower Inc. PFD PERPETUAL CONV SER I|N| |N|100|N||HCNpI|HCN-I|N
Y|HCOM|Hawaiian Telcom Holdco, Inc. - Common Stock|Q|Q|N|100|N|N||HCOM|N
Y|HCOR|Hartford Corporate Bond ETF|P| |Y|100|N||HCOR|HCOR|N
Y|HCP|HCP, Inc. Common Stock|N| |N|100|N||HCP|HCP|N
Y|HCRF|iShares Edge MSCI Multifactor Healthcare ETF|Z| |Y|100|N||HCRF|HCRF|N
Y|HCSG|Healthcare Services Group, Inc. - Common Stock|Q|Q|N|100|N|N||HCSG|N
Y|HD|Home Depot, Inc. (The) Common Stock|N| |N|100|N||HD|HD|N
Y|HDAW|Deutsche X-trackers MSCI All World ex US High Dividend Yield Hedged Equity ETF|P| |Y|100|N||HDAW|HDAW|N
Y|HDB|HDFC Bank Limited Common Stock|N| |N|100|N||HDB|HDB|N
Y|HDEE|Deutsche X-trackers MSCI Emerging Markets High Dividend Yield Hedged Equity ETF|Z| |Y|100|N||HDEE|HDEE|N
Y|HDEF|Deutsche X-trackers MSCI EAFE High Dividend Yield Hedged Equity ETF|P| |Y|100|N||HDEF|HDEF|N
Y|HDEZ|Deutsche X-trackers MSCI Eurozone High Dividend Yield Hedged Equity ETF|Z| |Y|100|N||HDEZ|HDEZ|N
Y|HDG|ProShares Hedge Replication ETF|P| |Y|100|N||HDG|HDG|N
Y|HDGE|Ranger Equity Bear Bear ETF|P| |Y|100|N||HDGE|HDGE|N
Y|HDLV|ETRACS Montly Pay 2xLeveraged US High Dividend Low Volatility ETN due September 30, 2044|P| |N|100|N||HDLV|HDLV|N
Y|HDMV|First Trust Exchange-Traded Fund III First Trust Horizon Managed Volatility Developed International ETF|P| |Y|100|N||HDMV|HDMV|N
Y|HDNG|Hardinge Inc. - Common Stock|Q|Q|N|100|N|N||HDNG|N
Y|HDP|Hortonworks, Inc. - Common Stock|Q|Q|N|100|N|N||HDP|N
Y|HDRW|WisdomTree Global ex-U.S. Hedged Real Estate Fund|Z| |Y|100|N||HDRW|HDRW|N
Y|HDS|HD Supply Holdings, Inc. - Common Stock|Q|Q|N|100|N|N||HDS|N
Y|HDSN|Hudson Technologies, Inc. - Common Stock|Q|S|N|100|N|N||HDSN|N
Y|HDV|iShares Core High Dividend ETF|P| |Y|100|N||HDV|HDV|N
Y|HDWX|SPDR S&P International Dividend Currency Hedged ETF|P| |Y|100|N||HDWX|HDWX|N
Y|HE|Hawaiian Electric Industries, Inc. Common Stock|N| |N|100|N||HE|HE|N
Y|HE$U|Hawaiian Electric Industries, Inc. 6.5 % Cum QUIPS|N| |N|100|N||HEpU|HE-U|N
Y|HEAR|Turtle Beach Corporation - Common Stock|Q|G|N|100|N|D||HEAR|N
Y|HEB|Hemispherx BioPharma, Inc. Common Stock|A| |N|100|N||HEB|HEB|N
Y|HEBT|Hebron Technology Co., Ltd. - Common Shares|Q|S|N|100|N|N||HEBT|N
Y|HECO|EcoLogical Strategy ETF|P| |Y|100|N||HECO|HECO|N
Y|HEDJ|WisdomTree Europe Hedged Equity Fund|P| |Y|100|N||HEDJ|HEDJ|N
Y|HEEM|iShares Currency Hedged MSCI Emerging Markets ETF|P| |Y|100|N||HEEM|HEEM|N
Y|HEES|H&E Equipment Services, Inc. - Common Stock|Q|Q|N|100|N|N||HEES|N
Y|HEFA|iShares Currency Hedged MSCI EAFE ETF|P| |Y|100|N||HEFA|HEFA|N
Y|HEFV|iShares Edge MSCI Min Vol EAFE Currency Hedged ETF|Z| |Y|100|N||HEFV|HEFV|N
Y|HEI|Heico Corporation Common Stock|N| |N|100|N||HEI|HEI|N
Y|HEI.A|Heico Corporation Common Stock|N| |N|100|N||HEI/A|HEI.A|N
Y|HELE|Helen of Troy Limited - Common Stock|Q|Q|N|100|N|N||HELE|N
Y|HEMV|iShares Edge MSCI Min Vol EM Currency Hedged ETF|Z| |Y|100|N||HEMV|HEMV|N
Y|HEP|Holly Energy Partners, L.P. Common Stock|N| |N|100|N||HEP|HEP|N
Y|HEQ|John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest|N| |N|100|N||HEQ|HEQ|N
Y|HES|Hess Corporation Common Stock|N| |N|100|N||HES|HES|N
Y|HES$A|Hess Corporation Depositary Shares, each representing 1/20th interest in the Company's 8.00% Series A Mandatory Convertible Preferred Stock|N| |N|100|N||HESpA|HES-A|N
Y|HESM|Hess Midstream Partners LP Common Units Representing Limited Partner Interests|N| |N|100|N||HESM|HESM|N
Y|HEUS|iShares Currency Hedged MSCI Europe Small-Cap ETF|Z| |Y|100|N||HEUS|HEUS|N
Y|HEUV|iShares Edge MSCI Min Vol Europe Currency Hedged ETF|Z| |Y|100|N||HEUV|HEUV|N
Y|HEVY|iPath Pure Beta Industrial Metals ETN|P| |N|100|N||HEVY|HEVY|N
Y|HEWC|iShares Currency Hedged MSCI Canada ETF|P| |Y|100|N||HEWC|HEWC|N
Y|HEWG|iShares Currency Hedged MSCI Germany ETF|P| |Y|100|N||HEWG|HEWG|N
Y|HEWI|iShares Currency Hedged MSCI Italy ETF|P| |Y|100|N||HEWI|HEWI|N
Y|HEWJ|iShares Currency Hedged MSCI Japan ETF|P| |Y|100|N||HEWJ|HEWJ|N
Y|HEWL|iShares Currency Hedged MSCI Switzerland ETF|P| |Y|100|N||HEWL|HEWL|N
Y|HEWP|iShares Currency Hedged MSCI Spain|P| |Y|100|N||HEWP|HEWP|N
Y|HEWU|iShares Currency Hedged MSCI United Kingdom ETF|P| |Y|100|N||HEWU|HEWU|N
Y|HEWW|iShares Currency Hedged MSCI Mexico ETF|P| |Y|100|N||HEWW|HEWW|N
Y|HEWY|iShares Currency Hedged MSCI South Korea ETF|P| |Y|100|N||HEWY|HEWY|N
Y|HEZU|iShares Currency Hedged MSCI Eurozone ETF|P| |Y|100|N||HEZU|HEZU|N
Y|HF|HFF, Inc. Common Stock, Class A|N| |N|100|N||HF|HF|N
Y|HFBC|HopFed Bancorp, Inc. - Common Stock|Q|G|N|100|N|N||HFBC|N
Y|HFBL|Home Federal Bancorp, Inc. of Louisiana - Common Stock|Q|S|N|100|N|N||HFBL|N
Y|HFC|HollyFrontier Corporation Common Stock|N| |N|100|N||HFC|HFC|N
Y|HFEZ|SPDR EURO STOXX 50 Currency Hedged ETF|P| |Y|100|N||HFEZ|HFEZ|N
Y|HFWA|Heritage Financial Corporation - Common Stock|Q|Q|N|100|N|N||HFWA|N
Y|HFXE|IQ 50 Percent Hedged FTSE Europe ETF|P| |Y|100|N||HFXE|HFXE|N
Y|HFXI|IQ 50 Percent Hedged FTSE International ETF|P| |Y|100|N||HFXI|HFXI|N
Y|HFXJ|IQ 50 Percent Hedged FTSE Japan ETF|P| |Y|100|N||HFXJ|HFXJ|N
Y|HGEU|ProShares Hedged FTSE Europe ETF|P| |Y|100|N||HGEU|HGEU|N
Y|HGH|Hartford Financial Services Group, Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042|N| |N|100|N||HGH|HGH|N
Y|HGI|Guggenheim International Multi-Asset Income Index ETF|P| |Y|100|N||HGI|HGI|N
Y|HGJP|ProShares Hedged FTSE Japan ETF|P| |Y|100|N||HGJP|HGJP|N
Y|HGSD|WisdomTree Global Hedged SmallCap Dividend Fund|Z| |Y|100|N||HGSD|HGSD|N
Y|HGSH|China HGS Real Estate, Inc. - Common Stock|Q|S|N|100|N|N||HGSH|N
Y|HGT|Hugoton Royalty Trust Common Stock|N| |N|100|N||HGT|HGT|N
Y|HGV|Hilton Grand Vacations Inc. Common Stock |N| |N|100|N||HGV|HGV|N
Y|HHC|Howard Hughes Corporation (The) Common Stock|N| |N|100|N||HHC|HHC|N
Y|HHS|Harte-Hanks, Inc. Common Stock|N| |N|100|N||HHS|HHS|N
Y|HHYX|iShares Currency Hedged International High Yield Bond ETF|P| |Y|100|N||HHYX|HHYX|N
Y|HI|Hillenbrand Inc Common Stock|N| |N|100|N||HI|HI|N
Y|HIBB|Hibbett Sports, Inc. - Common Stock|Q|Q|N|100|N|N||HIBB|N
Y|HIE|Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest|N| |N|100|N||HIE|HIE|N
Y|HIFR|InfraREIT, Inc. Common Stock|N| |N|100|N||HIFR|HIFR|N
Y|HIFS|Hingham Institution for Savings - Common Stock|Q|G|N|100|N|N||HIFS|N
Y|HIG|Hartford Financial Services Group, Inc. (The) Common Stock|N| |N|100|N||HIG|HIG|N
Y|HIG.W|Hartford Financial Services Group, Inc. (The) Warrants expiring June 26, 2019|N| |N|100|N||HIG/WS|HIG+|N
Y|HIHO|Highway Holdings Limited - Common Stock|Q|S|N|100|N|N||HIHO|N
Y|HII|Huntington Ingalls Industries, Inc. Common Stock|N| |N|100|N||HII|HII|N
Y|HIIQ|Health Insurance Innovations, Inc. - Class A Common Stock|Q|G|N|100|N|N||HIIQ|N
Y|HIL|Hill International, Inc. Common Stock|N| |N|100|N||HIL|HIL|N
Y|HILO|Columbia EM Quality Dividend ETF|P| |Y|100|N||HILO|HILO|N
Y|HIMX|Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.|Q|Q|N|100|N|N||HIMX|N
Y|HIO|Western Asset High Income Opportunity Fund, Inc. Common Stock|N| |N|100|N||HIO|HIO|N
Y|HIPS|Master Income ETF|P| |Y|100|N||HIPS|HIPS|N
Y|HIVE|Aerohive Networks, Inc. Common Stock|N| |N|100|N||HIVE|HIVE|N
Y|HIW|Highwoods Properties, Inc. Common Stock|N| |N|100|N||HIW|HIW|N
Y|HIX|Western Asset High Income Fund II Inc. Common Stock|N| |N|100|N||HIX|HIX|N
Y|HJPX|iShares Currency Hedged JPX-Nikkei 400 ETF|P| |Y|100|N||HJPX|HJPX|N
Y|HJV|MS Structured Asset Corp MS Structured Asset Corp. SATURNS J.C. Penney Company, Inc. Debenture Backed Series 2007-1, 7% Callable Class A Units|N| |N|100|N||HJV|HJV|N
Y|HK|Halcon Resources Corporation Common Stock|N| |N|100|N||HK|HK|N
Y|HK.W|Halcon Resources Corporation Warrant|N| |N|100|N||HK/WS|HK+|N
Y|HL|Hecla Mining Company Common Stock|N| |N|100|N||HL|HL|N
Y|HL$B|Hecla Mining Company Preferred Stock|N| |N|100|N||HLpB|HL-B|N
Y|HLF|Herbalife Ltd. Common Stock|N| |N|100|N||HLF|HLF|N
Y|HLG|Hailiang Education Group Inc. - American Depositary Shares|Q|G|N|100|N|N||HLG|N
Y|HLI|Houlihan Lokey, Inc. Class A Common Stock|N| |N|100|N||HLI|HLI|N
Y|HLIT|Harmonic Inc. - Common Stock|Q|Q|N|100|N|N||HLIT|N
Y|HLM$|Hillman Group Capital Trust Preferred Stock|A| |N|100|N||HLMp|HLM-|N
Y|HLNE|Hamilton Lane Incorporated - Class A Common Stock|Q|Q|N|100|N|N||HLNE|N
Y|HLS|HealthSouth Corporation Common Stock|N| |N|100|N||HLS|HLS|N
Y|HLT|Hilton Worldwide Holdings Inc. Common Stock |N| |N|100|N||HLT|HLT|N
Y|HLTH|Nobilis Health Corp. Common Stock|A| |N|100|N||HLTH|HLTH|N
Y|HLX|Helix Energy Solutions Group, Inc. Common Stock|N| |N|100|N||HLX|HLX|N
Y|HMC|Honda Motor Company, Ltd. Common Stock|N| |N|100|N||HMC|HMC|N
Y|HMG|HMG/Courtland Properties, Inc. Common Stock|A| |N|100|N||HMG|HMG|N
Y|HMHC|Houghton Mifflin Harcourt Company - Common Stock|Q|Q|N|100|N|N||HMHC|N
Y|HMLP|Hoegh LNG Partners LP Common Units representing Limited Partner Interests|N| |N|100|N||HMLP|HMLP|N
Y|HMN|Horace Mann Educators Corporation Common Stock|N| |N|100|N||HMN|HMN|N
Y|HMNF|HMN Financial, Inc. - Common Stock|Q|G|N|100|N|N||HMNF|N
Y|HMNY|Helios and Matheson Analytics Inc - Common Stock|Q|S|N|100|N|N||HMNY|N
Y|HMST|HomeStreet, Inc. - Common Stock|Q|Q|N|100|N|N||HMST|N
Y|HMSY|HMS Holdings Corp - Common Stock|Q|Q|N|100|N|N||HMSY|N
Y|HMTA|HomeTown Bankshares Corporation - Common Stock|Q|S|N|100|N|N||HMTA|N
Y|HMTV|Hemisphere Media Group, Inc. - Class A Common Stock|Q|G|N|100|N|N||HMTV|N
Y|HMY|Harmony Gold Mining Company Limited|N| |N|100|N||HMY|HMY|N
Y|HNH|Handy & Harman Ltd. - Common Stock|Q|S|N|100|N|N||HNH|N
Y|HNI|HNI Corporation Common Stock|N| |N|100|N||HNI|HNI|N
Y|HNNA|Hennessy Advisors, Inc. - Common Stock|Q|S|N|100|N|N||HNNA|N
Y|HNP|Huaneng Power Intl Common Stock|N| |N|100|N||HNP|HNP|N
Y|HNRG|Hallador Energy Company - Common Stock|Q|S|N|100|N|N||HNRG|N
Y|HNW|Pioneer Diversified High Income Trust Pioneer Diversified High Income Trust Common Shares of Beneficial Interest|A| |N|100|N||HNW|HNW|N
Y|HOFT|Hooker Furniture Corporation - Common Stock|Q|Q|N|100|N|N||HOFT|N
Y|HOG|Harley-Davidson, Inc. Common Stock|N| |N|100|N||HOG|HOG|N
Y|HOLD|AdvisorShares Sage Core Reserves ETF|P| |Y|100|N||HOLD|HOLD|N
Y|HOLI|Hollysys Automation Technologies, Ltd. - Common Stock|Q|Q|N|100|N|N||HOLI|N
Y|HOLX|Hologic, Inc. - Common Stock|Q|Q|N|100|N|N||HOLX|N
Y|HOMB|Home BancShares, Inc. - common stock|Q|Q|N|100|N|N||HOMB|N
Y|HOME|At Home Group Inc. Common Stock|N| |N|100|N||HOME|HOME|N
Y|HOML|ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN due March 13, 2045|P| |N|100|N||HOML|HOML|N
Y|HON|Honeywell International Inc. Common Stock|N| |N|100|N||HON|HON|N
Y|HONE|HarborOne Bancorp, Inc. - Common Stock|Q|Q|N|100|N|N||HONE|N
Y|HOPE|Hope Bancorp, Inc. - Common Stock|Q|Q|N|100|N|E||HOPE|N
Y|HOS|Hornbeck Offshore Services Common Stock|N| |N|100|N||HOS|HOS|N
Y|HOTR|Chanticleer Holdings, Inc. - Common Stock|Q|S|N|100|N|N||HOTR|N
Y|HOTRW|Chanticleer Holdings, Inc. - Warrants|Q|S|N|100|N|N||HOTRW|N
Y|HOV|Hovnanian Enterprises, Inc. Class A Common Stock|N| |N|100|N||HOV|HOV|N
Y|HOVNP|Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock|Q|G|N|100|N|N||HOVNP|N
Y|HP|Helmerich & Payne, Inc. Common Stock|N| |N|100|N||HP|HP|N
Y|HPE|Hewlett Packard Enterprise Company Common Stock|N| |N|100|N||HPE|HPE|N
Y|HPF|John Hancock Pfd Income Fund II Pfd Income Fund II|N| |N|100|N||HPF|HPF|N
Y|HPI|John Hancock Preferred Income Fund Common Shares of Beneficial Interest|N| |N|100|N||HPI|HPI|N
Y|HPJ|Highpower International Inc - Common Stock|Q|G|N|100|N|N||HPJ|N
Y|HPP|Hudson Pacific Properties, Inc. Common Stock|N| |N|100|N||HPP|HPP|N
Y|HPQ|HP Inc. Common Stock|N| |N|100|N||HPQ|HPQ|N
Y|HPS|John Hancock Preferred Income Fund III Preferred Income Fund III|N| |N|100|N||HPS|HPS|N
Y|HPT|Hospitality Properties Trust - Shares of Beneficial Interest|Q|Q|N|100|N|N||HPT|N
Y|HQBD|Hartford Quality Bonds ETF|P| |Y|100|N||HQBD|HQBD|N
Y|HQCL|Hanwha Q CELLS Co., Ltd.  - American Depository Shares, each representing five ordinary shares|Q|Q|N|100|N|N||HQCL|N
Y|HQH|Tekla Healthcare Investors Common Stock|N| |N|100|N||HQH|HQH|N
Y|HQL|TeklaLife Sciences Investors Common Stock|N| |N|100|N||HQL|HQL|N
Y|HQY|HealthEquity, Inc. - Common Stock|Q|Q|N|100|N|N||HQY|N
Y|HR|Healthcare Realty Trust Incorporated Common Stock|N| |N|100|N||HR|HR|N
Y|HRB|H&R Block, Inc. Common Stock|N| |N|100|N||HRB|HRB|N
Y|HRC|Hill-Rom Holdings Inc Common Stock|N| |N|100|N||HRC|HRC|N
Y|HRG|HRG Group, Inc. Common Stock|N| |N|100|N||HRG|HRG|N
Y|HRI|Herc Holdings Inc. Common Stock |N| |N|100|N||HRI|HRI|N
Y|HRL|Hormel Foods Corporation Common Stock|N| |N|100|N||HRL|HRL|N
Y|HRMN|Harmony Merger Corp. - Common Stock|Q|S|N|100|N|N||HRMN|N
Y|HRMNU|Harmony Merger Corp. - Unit|Q|S|N|100|N|N||HRMNU|N
Y|HRMNW|Harmony Merger Corp. - Warrant|Q|S|N|100|N|N||HRMNW|N
Y|HRS|Harris Corporation Common Stock|N| |N|100|N||HRS|HRS|N
Y|HRTG|Heritage Insurance Holdings, Inc. Common Stock|N| |N|100|N||HRTG|HRTG|N
Y|HRTX|Heron Therapeutics, Inc.   - Common Stock|Q|S|N|100|N|N||HRTX|N
Y|HRZN|Horizon Technology Finance Corporation - Common Stock|Q|Q|N|100|N|N||HRZN|N
Y|HSBC|HSBC Holdings, plc. Common Stock|N| |N|100|N||HSBC|HSBC|N
Y|HSBC$A|HSBC Holdings, plc. ADR SER A REP 1/40 PFD SER A|N| |N|100|N||HSBCpA|HSBC-A|N
Y|HSC|Harsco Corporation Common Stock|N| |N|100|N||HSC|HSC|N
Y|HSCZ|iShares Currency Hedged MSCI EAFE Small-Cap ETF|P| |Y|100|N||HSCZ|HSCZ|N
Y|HSEA|HSBC Holdings, plc. Perpetual Sub Cap Secs|N| |N|100|N||HSEA|HSEA|N
Y|HSEB|HSBC Holdings plc PERP SUB CAP SECS EXCH PREF SHS SER 2 (United Kingdom)|N| |N|100|N||HSEB|HSEB|N
Y|HSGX|Histogenics Corporation - Common Stock|Q|G|N|100|N|D||HSGX|N
Y|HSIC|Henry Schein, Inc. - Common Stock|Q|Q|N|100|N|N||HSIC|N
Y|HSII|Heidrick & Struggles International, Inc. - Common Stock|Q|Q|N|100|N|N||HSII|N
Y|HSKA|Heska Corporation - Common Stock|Q|S|N|100|N|N||HSKA|N
Y|HSNI|HSN, Inc. - Common Stock|Q|Q|N|100|N|N||HSNI|N
Y|HSON|Hudson Global, Inc. - Common Stock|Q|Q|N|100|N|N||HSON|N
Y|HSPX|Horizons S&P 500 Covered Call|P| |Y|100|N||HSPX|HSPX|N
Y|HST|Host Hotels & Resorts, Inc. Common Stock|N| |N|100|N||HST|HST|N
Y|HSTM|HealthStream, Inc. - Common Stock|Q|Q|N|100|N|N||HSTM|N
Y|HSY|The Hershey Company Common Stock|N| |N|100|N||HSY|HSY|N
Y|HT|Hersha Hospitality Trust Class A Common Shares of Beneficial Interest|N| |N|100|N||HT|HT|N
Y|HT$C|Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest|N| |N|100|N||HTpC|HT-C|N
Y|HT$D|Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest, $0.01 par value per share|N| |N|100|N||HTpD|HT-D|N
Y|HT$E|Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest|N| |N|100|N||HTpE|HT-E|N
Y|HTA|Healthcare Trust of America, Inc. Class A Common Stock|N| |N|100|N||HTA|HTA|N
Y|HTBI|HomeTrust Bancshares, Inc. - Common Stock|Q|Q|N|100|N|N||HTBI|N
Y|HTBK|Heritage Commerce Corp - Common Stock|Q|Q|N|100|N|N||HTBK|N
Y|HTBX|Heat Biologics, Inc. - Common Stock|Q|S|N|100|N|D||HTBX|N
Y|HTD|John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest|N| |N|100|N||HTD|HTD|N
Y|HTF|Horizon Technology Finance Corporation 7.375% Senior Notes due 2019|N| |N|100|N||HTF|HTF|N
Y|HTGC|Hercules Capital, Inc. Common Stock|N| |N|100|N||HTGC|HTGC|N
Y|HTGM|HTG Molecular Diagnostics, Inc. - Common Stock|Q|S|N|100|N|N||HTGM|N
Y|HTGX|Hercules Capital, Inc. 6.25% Notes due 2024|N| |N|100|N||HTGX|HTGX|N
Y|HTH|Hilltop Holdings Inc.|N| |N|100|N||HTH|HTH|N
Y|HTHT|China Lodging Group, Limited - American Depositary Shares, each representing four Ordinary Shares|Q|Q|N|100|N|N||HTHT|N
Y|HTLD|Heartland Express, Inc. - Common Stock|Q|Q|N|100|N|N||HTLD|N
Y|HTLF|Heartland Financial USA, Inc. - Common Stock|Q|Q|N|100|N|N||HTLF|N
Y|HTM|U.S. Geothermal Inc. Common Stock|A| |N|100|N||HTM|HTM|N
Y|HTUS|Hull Tactical US ETF|P| |Y|100|N||HTUS|HTUS|N
Y|HTY|John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest|N| |N|100|N||HTY|HTY|N
Y|HTZ|Hertz Global Holdings, Inc Common Stock |N| |N|100|N||HTZ|HTZ|N
Y|HUBB|Hubbell Inc Common Stock|N| |N|100|N||HUBB|HUBB|N
Y|HUBG|Hub Group, Inc. - Class A Common Stock|Q|Q|N|100|N|N||HUBG|N
Y|HUBS|HubSpot, Inc. Common Stock|N| |N|100|N||HUBS|HUBS|N
Y|HUM|Humana Inc. Common Stock|N| |N|100|N||HUM|HUM|N
Y|HUN|Huntsman Corporation Common Stock|N| |N|100|N||HUN|HUN|N
Y|HUNT|Hunter Maritime Acquisition Corp. - Class A Common Stock|Q|S|N|100|N|N||HUNT|N
Y|HUNTU|Hunter Maritime Acquisition Corp. - Unit|Q|S|N|100|N|N||HUNTU|N
Y|HUNTW|Hunter Maritime Acquisition Corp. - Warrant|Q|S|N|100|N|N||HUNTW|N
Y|HURC|Hurco Companies, Inc. - Common Stock|Q|Q|N|100|N|N||HURC|N
Y|HURN|Huron Consulting Group Inc. - Common Stock|Q|Q|N|100|N|N||HURN|N
Y|HUSA|Houston American Energy Corporation Common Stock|A| |N|100|N||HUSA|HUSA|N
Y|HUSE|US Market Rotation Strategy ETF|P| |Y|100|N||HUSE|HUSE|N
Y|HUSV|First Trust Exchange-Traded Fund III First Trust Horizon Managed Volatility Domestic ETF|P| |Y|100|N||HUSV|HUSV|N
Y|HVBC|HV Bancorp, Inc. - Common Stock|Q|S|N|100|N|N||HVBC|N
Y|HVPW|U.S. Equity High Volatility Put Write Index Fund|P| |Y|100|N||HVPW|HVPW|N
Y|HVT|Haverty Furniture Companies, Inc. Common Stock|N| |N|100|N||HVT|HVT|N
Y|HVT.A|Haverty Furniture Companies, Inc. Common Stock|N| |N|100|N||HVT/A|HVT.A|N
Y|HWBK|Hawthorn Bancshares, Inc. - Common Stock|Q|Q|N|100|N|N||HWBK|N
Y|HWCC|Houston Wire & Cable Company - Common Stock|Q|Q|N|100|N|N||HWCC|N
Y|HWKN|Hawkins, Inc. - Common Stock|Q|Q|N|100|N|N||HWKN|N
Y|HXL|Hexcel Corporation Common Stock|N| |N|100|N||HXL|HXL|N
Y|HY|Hyster-Yale Materials Handling, Inc. Class A Common Stock|N| |N|100|N||HY|HY|N
Y|HYB|New America High Income Fund, Inc. (The) Common Stock|N| |N|100|N||HYB|HYB|N
Y|HYD|VanEck Vectors High Yield Municipal Index ETF|P| |Y|100|N||HYD|HYD|N
Y|HYDD|Direxion Daily High Yield Bear 2X Shares|P| |Y|100|N||HYDD|HYDD|N
Y|HYEM|VanEck Vectors Emerging Markets High Yield Bond ETF|P| |Y|100|N||HYEM|HYEM|N
Y|HYG|iShares iBoxx $ High Yield Corporate Bond ETF|P| |Y|100|N||HYG|HYG|N
Y|HYGH|iShares Interest Rate Hedged High Yield Bond ETF|P| |Y|100|N||HYGH|HYGH|N
Y|HYGS|Hydrogenics Corporation - Common Shares|Q|G|N|100|N|N||HYGS|N
Y|HYH|Halyard Health, Inc. Common Stock|N| |N|100|N||HYH|HYH|N
Y|HYHG|ProShares High Yield Interest Rate Hedged|Z| |Y|100|N||HYHG|HYHG|N
Y|HYI|Western Asset High Yield Defined Opportunity Fund Inc. Common Stock|N| |N|100|N||HYI|HYI|N
Y|HYIH|Deutsche X-trackers High Yield Corporate Bond - Interest Rate Hedged ETF|Z| |Y|100|N||HYIH|HYIH|N
Y|HYLB|Deutsche X-trackers USD High Yield Corporate Bond ETF|P| |Y|100|N||HYLB|HYLB|N
Y|HYLD|Peritus High Yield ETF|P| |Y|100|N||HYLD|HYLD|N
Y|HYLS|First Trust High Yield Long/Short ETF|Q|G|Y|100|N|N||HYLS|N
Y|HYLV|IndexIQ ETF Trust IQ S&P High Yield Low Volatility Bond ETF|P| |Y|100|N||HYLV|HYLV|N
Y|HYMB|SPDR Nuveen S&P High Yield Municipal Bond ETF|P| |Y|100|N||HYMB|HYMB|N
Y|HYND|WisdomTree Negative Duration High Yield Bond Fund|Q|G|Y|100|N|N||HYND|N
Y|HYS|PIMCO 0-5 Year High Yield Corporat Bond Index Exchange-Traded Fund|P| |Y|100|N||HYS|HYS|N
Y|HYT|Blackrock Corporate High Yield Fund, Inc. Common Stock|N| |N|100|N||HYT|HYT|N
Y|HYXE|iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF|Q|G|Y|100|N|N||HYXE|N
Y|HYXU|iShares International High Yield Bond ETF|Z| |Y|100|N||HYXU|HYXU|N
Y|HYZD|WisdomTree Interest Rate Hedged High Yield Bond Fund|Q|G|Y|100|N|N||HYZD|N
Y|HZN|Horizon Global Corporation Common Shares|N| |N|100|N||HZN|HZN|N
Y|HZNP|Horizon Pharma plc - common stock|Q|Q|N|100|N|N||HZNP|N
Y|HZO|MarineMax, Inc.  (FL) Common Stock|N| |N|100|N||HZO|HZO|N
Y|I|Intelsat S.A. Common Shares|N| |N|100|N||I|I|N
Y|IAC|IAC/InterActiveCorp - Common Stock|Q|Q|N|100|N|N||IAC|N
Y|IAE|Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest|N| |N|100|N||IAE|IAE|N
Y|IAF|Aberdeen Australia Equity Fund Inc Common Stock|A| |N|100|N||IAF|IAF|N
Y|IAG|Iamgold Corporation Ordinary Shares|N| |N|100|N||IAG|IAG|N
Y|IAGG|iShares International Aggregate Bond Fund|Z| |Y|100|N||IAGG|IAGG|N
Y|IAI|iShares U.S. Broker-Dealers & Securities Exchanges ETF|P| |Y|100|N||IAI|IAI|N
Y|IAK|iShares U.S. Insurance ETF|P| |Y|100|N||IAK|IAK|N
Y|IART|Integra LifeSciences Holdings Corporation - Common Stock|Q|Q|N|100|N|N||IART|N
Y|IAT|iShares U.S. Regional Banks ETF|P| |Y|100|N||IAT|IAT|N
Y|IAU|ishares Gold Trust|P| |Y|100|N||IAU|IAU|N
Y|IBA|Industrias Bachoco, S.A.B. de C.V. Common Stock|N| |N|100|N||IBA|IBA|N
Y|IBB|iShares Nasdaq Biotechnology Index Fund|Q|G|Y|100|N|N||IBB|N
